name,asian_indian,chinese,filipino,japanese,korean,vietnamese
ALDIN,0,0,1.35685210312076e-4,0,0,0
ALE,2.652379184128163e-5,0,0,0,0,0
ALEAH,0,0,1.35685210312076e-4,0,0,0
ALEC,7.957137552384489e-5,2.91587694999271e-5,0,0,0,0
ALEEM,2.652379184128163e-5,0,1.35685210312076e-4,0,0,0
ALEIXO,5.304758368256326e-5,0,0,0,0,0
ALEJANDRO,0,0,0.0012211668928086838,0,0,0
ALEJO,0,0,4.0705563093622793e-4,0,0,0
ALEKS,0,0,0,0,0,1.67000668002672e-4
ALEKSANDER,0,2.91587694999271e-5,0,0,0,0
ALEKSANDR,0,2.0411138649948976e-4,0,0,0,0
ALEN,2.652379184128163e-5,0,0,0,0,0
ALENA,2.652379184128163e-5,0,0,0,0,0
ALESH,2.652379184128163e-5,0,0,0,0,0
ALESIA,2.652379184128163e-5,0,0,0,0,0
ALESSANDRA,0,0,1.35685210312076e-4,6.413422009581653e-6,0,0
ALESSANDRO,2.652379184128163e-5,2.91587694999271e-5,1.35685210312076e-4,6.413422009581653e-6,0,0
ALEX,2.1219033473025305e-4,6.123341594984693e-4,0.0025780189959294436,3.8480532057489915e-5,1.287788545120891e-4,1.67000668002672e-4
ALEXA,0,0,2.71370420624152e-4,0,0,0
ALEXANDER,0.0010344278818099836,3.4990523399912527e-4,0.001085481682496608,3.8480532057489915e-5,9.658414088406685e-5,0
ALEXANDR,0,2.91587694999271e-5,0,0,0,0
ALEXANDRA,2.652379184128163e-5,5.83175389998542e-5,2.71370420624152e-4,0,3.219471362802227e-5,0
ALEXANDRE,2.652379184128163e-5,5.83175389998542e-5,0,1.2826844019163307e-5,0,0
ALEXANDREA,0,0,1.35685210312076e-4,0,0,0
